#rc	 FE
1.168633	 5.963352
1.622969	 0.522951
2.077305	 -0.276026
2.531642	 0.975696
2.985978	 3.890034
3.440314	 7.186607
3.894650	 7.771015
4.348986	 7.664165
4.803322	 7.288970
5.257659	 7.309089
5.711995	 7.673921
6.166331	 7.945660
6.620667	 8.176464
7.075003	 8.532768
7.529340	 8.871156
7.983676	 9.007252
8.438012	 9.290654
8.892348	 9.641603
9.346684	 9.616660
9.801020	 9.495010
10.255357	 9.498077
10.709693	 9.285496
11.164029	 9.131423
11.618365	 8.913012
12.072701	 8.919390
12.527038	 8.979103
12.981374	 8.657964
13.435710	 8.435741
13.890046	 8.195299
14.344382	 7.876767
14.798719	 7.832001
15.253055	 7.738539
15.707391	 7.155084
16.161727	 6.898523
16.616063	 7.146808
17.070399	 7.636801
17.524736	 8.045225
17.979072	 8.483821
18.433408	 8.779277
18.887744	 8.737513
19.342080	 8.429630
19.796417	 8.279842
20.250753	 8.584184
20.705089	 9.457844
21.159425	 10.367539
21.613761	 11.076924
22.068097	 11.794054
22.522434	 12.446714
22.976770	 13.140465
