#rc	 FE
4.800000	 14.418239
5.388867	 9.904253
5.977733	 5.354653
6.566600	 2.953722
7.155466	 2.535071
7.744333	 3.427616
8.333199	 4.445545
8.922066	 4.827948
9.510933	 4.546810
10.099799	 4.548228
10.688666	 4.663101
11.277532	 5.265404
11.866399	 5.931206
12.455265	 6.424610
13.044132	 6.492158
13.632999	 6.507750
14.221865	 5.999984
14.810732	 5.914771
15.399598	 6.178453
15.988465	 6.511088
16.577331	 6.892297
17.166198	 6.798216
17.755065	 6.489337
18.343931	 6.092257
18.932798	 5.790126
19.521664	 5.697899
20.110531	 5.713193
20.699397	 5.205371
21.288264	 4.222186
21.877131	 3.609036
22.465997	 3.315691
23.054864	 3.468064
23.643730	 3.986054
24.232597	 4.113944
24.821463	 3.880057
25.410330	 3.550002
25.999197	 3.424198
26.588063	 3.153454
27.176930	 2.828874
27.765796	 2.874693
28.354663	 2.989808
28.943529	 2.799715
29.532396	 1.967001
30.121263	 1.094915
30.710129	 0.364605
31.298996	 0.159320
31.887862	 1.327873
32.476729	 3.771550
33.065595	 7.330269
