#rc	 FE
1.595808	 13.512354
2.052466	 11.522986
2.509123	 12.294243
2.965781	 13.819023
3.422439	 13.818963
3.879096	 13.155814
4.335754	 11.880171
4.792412	 11.555800
5.249070	 12.013835
5.705727	 12.075089
6.162385	 10.701538
6.619043	 10.062527
7.075700	 9.901771
7.532358	 9.973889
7.989016	 9.575026
8.445673	 9.398375
8.902331	 9.174129
9.358989	 9.105352
9.815646	 8.833929
10.272304	 8.233505
10.728962	 7.708052
11.185620	 7.397088
11.642277	 6.833390
12.098935	 6.218004
12.555593	 5.278458
13.012250	 4.788613
13.468908	 4.217333
13.925566	 4.154453
14.382223	 4.471921
14.838881	 4.543885
15.295539	 3.792430
15.752197	 3.345923
16.208854	 2.056920
16.665512	 1.039288
17.122170	 0.367813
17.578827	 0.327927
18.035485	 0.543235
18.492143	 0.912108
18.948800	 1.524176
19.405458	 1.960120
19.862116	 1.998315
20.318773	 2.103302
20.775431	 2.200805
21.232089	 2.539882
21.688747	 2.891872
22.145404	 2.966725
22.602062	 3.145943
23.058720	 3.789363
23.515377	 5.142288
