#rc	 FE
4.800000	 7.823569
5.388565	 2.323471
5.977130	 1.588571
6.565695	 0.218273
7.154260	 0.111846
7.742825	 1.546082
8.331390	 2.958258
8.919955	 4.140883
9.508520	 4.803711
10.097085	 5.452820
10.685650	 6.348272
11.274215	 7.095732
11.862780	 7.590976
12.451345	 7.866979
13.039910	 7.944660
13.628475	 7.895988
14.217040	 7.611444
14.805605	 7.197532
15.394170	 7.110806
15.982735	 7.116446
16.571300	 7.234293
17.159865	 7.364352
17.748430	 7.662627
18.336995	 7.895398
18.925560	 7.947222
19.514125	 7.902410
20.102690	 7.943176
20.691255	 8.146621
21.279820	 8.171575
21.868385	 7.786923
22.456950	 6.955355
23.045515	 6.231252
23.634080	 5.892344
24.222645	 5.594214
24.811210	 5.457252
25.399775	 5.271499
25.988340	 5.218403
26.576905	 5.215119
27.165470	 5.279239
27.754035	 5.484755
28.342600	 5.901663
28.931165	 5.907036
29.519730	 5.397936
30.108295	 4.831344
30.696860	 4.392793
31.285425	 4.260857
31.873990	 4.364140
32.462555	 5.027179
33.051120	 8.148839
