#rc	 FE
1.562843	 16.211760
2.016827	 14.441086
2.470812	 15.343834
2.924796	 17.130808
3.378781	 19.862318
3.832765	 21.003243
4.286750	 18.708493
4.740734	 16.893128
5.194719	 15.167023
5.648703	 14.651928
6.102688	 13.855613
6.556672	 13.329648
7.010657	 12.995320
7.464641	 12.819784
7.918626	 12.531017
8.372610	 11.904529
8.826595	 11.364703
9.280579	 11.079884
9.734563	 10.572494
10.188548	 10.279725
10.642532	 9.756263
11.096517	 9.383078
11.550501	 9.072157
12.004486	 8.689029
12.458470	 8.234834
12.912455	 7.626302
13.366439	 6.975049
13.820424	 6.473155
14.274408	 5.590439
14.728393	 4.372076
15.182377	 3.171290
15.636362	 2.554625
16.090346	 2.341133
16.544330	 2.182599
16.998315	 1.505797
17.452299	 0.950459
17.906284	 0.629558
18.360268	 0.725046
18.814253	 1.039339
19.268237	 1.116033
19.722222	 1.424066
20.176206	 1.725365
20.630191	 1.833905
21.084175	 1.644264
21.538160	 1.469547
21.992144	 1.306980
22.446129	 1.091567
22.900113	 1.017354
23.354098	 1.449313
