#rc	 FE
4.800000	 15.123378
5.389242	 10.138955
5.978483	 9.563913
6.567725	 11.722086
7.156967	 12.771877
7.746208	 13.439036
8.335450	 13.811465
8.924692	 13.173092
9.513933	 12.820486
10.103175	 12.333286
10.692417	 12.134505
11.281658	 11.480211
11.870900	 10.938626
12.460141	 10.617287
13.049383	 10.328782
13.638625	 10.019726
14.227866	 9.889905
14.817108	 9.872930
15.406350	 9.729277
15.995591	 9.538579
16.584833	 9.149606
17.174075	 8.710742
17.763316	 8.268984
18.352558	 7.867325
18.941800	 7.432666
19.531041	 7.263192
20.120283	 7.074237
20.709525	 6.808886
21.298766	 6.475514
21.888008	 6.199347
22.477250	 5.914835
23.066491	 5.690458
23.655733	 5.298063
24.244975	 4.899755
24.834216	 4.589097
25.423458	 4.626010
26.012700	 4.593338
26.601941	 4.612554
27.191183	 4.578596
27.780424	 4.410525
28.369666	 3.844242
28.958908	 2.865104
29.548149	 1.785808
30.137391	 0.819472
30.726633	 0.183920
31.315874	 0.352837
31.905116	 1.493921
32.494358	 2.645415
33.083599	 6.302778
