#rc	 FE
1.483666	 14.744375
1.950440	 13.314399
2.417214	 13.882859
2.883988	 16.721847
3.350762	 19.639202
3.817536	 21.152130
4.284310	 21.238876
4.751084	 21.622418
5.217858	 18.677353
5.684631	 17.731382
6.151405	 14.680280
6.618179	 13.301734
7.084953	 13.112498
7.551727	 13.598501
8.018501	 13.450538
8.485275	 13.197913
8.952049	 13.242674
9.418823	 13.255733
9.885597	 13.091759
10.352371	 12.595831
10.819145	 11.858328
11.285919	 11.363541
11.752693	 10.940216
12.219467	 10.548630
12.686241	 9.734842
13.153014	 8.686899
13.619788	 7.850161
14.086562	 6.972751
14.553336	 6.385600
15.020110	 6.229102
15.486884	 5.863500
15.953658	 5.093878
16.420432	 4.347424
16.887206	 3.671327
17.353980	 3.129889
17.820754	 2.816003
18.287528	 2.627858
18.754302	 2.406100
19.221076	 2.240923
19.687850	 2.049880
20.154624	 1.753979
20.621397	 1.417891
21.088171	 1.175913
21.554945	 0.775333
22.021719	 0.337367
22.488493	 0.485624
22.955267	 0.736834
23.422041	 1.148039
23.888815	 1.970611
