#rc	 FE
4.800000	 16.281329
5.388656	 10.648653
5.977312	 10.138516
6.565969	 10.006443
7.154625	 8.175510
7.743281	 7.786994
8.331937	 8.158730
8.920593	 8.947995
9.509249	 10.261555
10.097906	 11.781997
10.686562	 13.126532
11.275218	 12.777686
11.863874	 12.175693
12.452530	 12.064315
13.041187	 11.438025
13.629843	 10.486009
14.218499	 8.936581
14.807155	 7.459102
15.395811	 6.475620
15.984467	 6.075753
16.573124	 5.748126
17.161780	 5.588248
17.750436	 5.502435
18.339092	 5.478396
18.927748	 5.495930
19.516405	 5.419772
20.105061	 5.170383
20.693717	 4.952639
21.282373	 4.724064
21.871029	 4.402338
22.459686	 4.117810
23.048342	 3.825798
23.636998	 3.455368
24.225654	 2.911538
24.814310	 2.289875
25.402966	 2.006448
25.991623	 1.768243
26.580279	 1.590696
27.168935	 1.524326
27.757591	 1.569945
28.346247	 1.588673
28.934904	 1.508834
29.523560	 1.282740
30.112216	 1.025420
30.700872	 0.813940
31.289528	 0.741332
31.878184	 0.810342
32.466841	 1.303430
33.055497	 4.301651
