#rc	 FE
4.800000	 15.201418
5.389023	 9.620359
5.978047	 8.938445
6.567070	 8.301150
7.156093	 7.810582
7.745117	 9.381556
8.334140	 11.139881
8.923163	 12.689803
9.512186	 14.972085
10.101210	 15.558421
10.690233	 14.980509
11.279256	 14.472426
11.868280	 14.055918
12.457303	 13.575880
13.046326	 13.085417
13.635350	 12.753332
14.224373	 12.397265
14.813396	 12.064372
15.402420	 11.596196
15.991443	 11.037873
16.580466	 10.384846
17.169489	 9.797018
17.758513	 9.413146
18.347536	 8.987926
18.936559	 8.382289
19.525583	 7.539071
20.114606	 6.876635
20.703629	 6.533508
21.292653	 6.349410
21.881676	 5.980864
22.470699	 5.424133
23.059722	 4.876942
23.648746	 4.479272
24.237769	 4.083291
24.826792	 3.689720
25.415816	 3.244333
26.004839	 2.980673
26.593862	 2.835723
27.182886	 2.598545
27.771909	 2.327044
28.360932	 2.080794
28.949956	 1.845923
29.538979	 1.550767
30.128002	 1.192837
30.717025	 0.866099
31.306049	 0.515921
31.895072	 0.396554
32.484095	 1.000217
33.073119	 4.331443
