#run	 escape_time
1	 0.000455
2	 0.000986
3	 0.001783
4	 0.002181
5	 0.001304
6	 0.000222
7	 0.000908
8	 0.000655
9	 0.001403
10	 0.001541
11	 0.002325
12	 0.000221
13	 0.001389
14	 0.001109
15	 0.000458
16	 0.000477
17	 0.001488
18	 0.000940
19	 0.002189
20	 0.003279
