#force	 last_time	 alpha	 product
-0.5 1244.400000 15.026974 0.018700 
-0.5 1061.000000 10.528922 0.011171 
-0.5 792.000000 6.980749 0.005529 
-0.5 1113.400000 13.933876 0.015514 
-0.5 1105.200000 13.086240 0.014463 
-0.5 689.600000 6.070777 0.004186 
-0.5 335.000000 2.371484 0.000794 
-0.5 601.600000 5.251526 0.003159 
-0.5 1004.400000 9.531912 0.009574 
-0.5 1365.000000 16.621815 0.022689 
-0.5 246.400000 2.041238 0.000503 
-0.5 777.400000 6.557753 0.005098 
-0.5 501.800000 4.381155 0.002198 
-0.5 902.000000 7.792741 0.007029 
-0.5 1093.000000 10.692815 0.011687 
-0.5 768.600000 6.832022 0.005251 
-0.5 362.400000 2.606951 0.000945 
-0.5 851.000000 7.715691 0.006566 
-0.5 772.200000 6.252476 0.004828 
-0.5 1118.800000 13.816116 0.015457 
