#run	 escape_time
1	 0.009634
2	 0.004711
3	 0.002942
4	 0.004062
5	 0.004946
6	 0.004187
7	 0.002709
8	 0.005942
9	 0.005037
10	 0.007248
11	 0.009771
12	 0.001130
13	 0.007373
14	 0.002959
15	 0.002058
16	 0.013044
17	 0.003564
18	 0.004598
19	 0.005370
20	 0.005010
