#run	 escape_time
1	 0.002546
2	 0.001692
3	 0.001674
4	 0.000706
5	 0.003174
6	 0.002814
7	 0.002324
8	 0.003121
9	 0.000636
10	 0.004895
11	 0.002149
12	 0.002537
13	 0.001527
14	 0.000830
15	 0.002217
16	 0.000158
17	 0.004716
18	 0.001024
19	 0.001340
20	 0.000305
