#force	 last_time	 alpha	 product
-0.3 1188.000000 12.414486 0.014748 
-0.3 680.000000 5.027522 0.003419 
-0.3 1167.400000 14.067828 0.016423 
-0.3 1075.200000 11.782326 0.012668 
-0.3 778.600000 6.915724 0.005385 
-0.3 1144.600000 12.010165 0.013747 
-0.3 1576.600000 22.306968 0.035169 
-0.3 1144.600000 14.636751 0.016753 
-0.3 1171.400000 12.998284 0.015226 
-0.3 1136.000000 13.319144 0.015131 
-0.3 583.200000 4.715912 0.002750 
-0.3 592.400000 4.710313 0.002790 
-0.3 974.600000 8.953308 0.008726 
-0.3 1295.400000 17.204004 0.022286 
-0.3 971.200000 10.035374 0.009746 
-0.3 847.200000 7.555941 0.006401 
-0.3 665.200000 4.953045 0.003295 
-0.3 1496.000000 20.624709 0.030855 
-0.3 1525.000000 24.494516 0.037354 
-0.3 1245.600000 15.072517 0.018774 
