#force	 last_time	 alpha	 product
-0.7 774.600000 6.466391 0.005009 
-0.7 483.000000 3.437308 0.001660 
-0.7 749.000000 5.564518 0.004168 
-0.7 723.200000 6.415670 0.004640 
-0.7 1145.400000 12.816066 0.014680 
-0.7 983.000000 9.037472 0.008884 
-0.7 807.200000 6.084264 0.004911 
-0.7 1030.400000 8.636472 0.008899 
-0.7 654.800000 4.766956 0.003121 
-0.7 938.600000 8.858232 0.008314 
-0.7 602.200000 4.737415 0.002853 
-0.7 483.600000 3.501200 0.001693 
-0.7 989.000000 9.143782 0.009043 
-0.7 599.400000 4.688800 0.002810 
-0.7 682.000000 5.408709 0.003689 
-0.7 701.800000 5.506176 0.003864 
-0.7 531.200000 4.066187 0.002160 
-0.7 772.000000 7.404007 0.005716 
-0.7 155.600000 1.857087 0.000289 
-0.7 798.600000 7.116840 0.005684 
