#force	 last_time	 alpha	 product
-0.8 1004.800000 9.587924 0.009634 
-0.8 761.800000 6.183904 0.004711 
-0.8 648.800000 4.534782 0.002942 
-0.8 684.200000 5.937007 0.004062 
-0.8 773.400000 6.394753 0.004946 
-0.8 698.400000 5.995263 0.004187 
-0.8 620.000000 4.368856 0.002709 
-0.8 841.000000 7.065087 0.005942 
-0.8 803.600000 6.268537 0.005037 
-0.8 897.400000 8.077150 0.007248 
-0.8 1027.200000 9.512640 0.009771 
-0.8 397.800000 2.840960 0.001130 
-0.8 908.200000 8.118432 0.007373 
-0.8 624.000000 4.742158 0.002959 
-0.8 554.600000 3.710811 0.002058 
-0.8 1139.800000 11.443938 0.013044 
-0.8 689.400000 5.170399 0.003564 
-0.8 746.800000 6.157461 0.004598 
-0.8 837.000000 6.415844 0.005370 
-0.8 741.600000 6.756050 0.005010 
