#force	 last_time	 alpha	 product
-2.0 28.600000 1.026908 0.000029 
-2.0 265.800000 1.855430 0.000493 
-2.0 8.400000 1.000000 0.000008 
-2.0 66.400000 1.212247 0.000080 
-2.0 413.200000 2.746761 0.001135 
-2.0 37.600000 1.111530 0.000042 
-2.0 83.600000 1.084073 0.000091 
-2.0 100.200000 1.384403 0.000139 
-2.0 248.000000 1.991648 0.000494 
-2.0 121.200000 1.400104 0.000170 
-2.0 82.400000 1.211649 0.000100 
-2.0 233.600000 1.759397 0.000411 
-2.0 57.000000 1.080586 0.000062 
-2.0 20.000000 1.021294 0.000020 
-2.0 133.000000 1.538185 0.000205 
-2.0 141.000000 1.446317 0.000204 
-2.0 24.800000 1.032458 0.000026 
-2.0 162.400000 1.414659 0.000230 
-2.0 188.000000 1.676640 0.000315 
-2.0 80.400000 1.250269 0.000101 
