#force	 last_time	 alpha	 product
-1.0 598.800000 4.251611 0.002546 
-1.0 504.200000 3.355431 0.001692 
-1.0 454.400000 3.684447 0.001674 
-1.0 326.600000 2.160698 0.000706 
-1.0 671.000000 4.730315 0.003174 
-1.0 659.600000 4.266337 0.002814 
-1.0 541.400000 4.292574 0.002324 
-1.0 638.800000 4.886062 0.003121 
-1.0 305.000000 2.086681 0.000636 
-1.0 777.400000 6.296395 0.004895 
-1.0 574.800000 3.738973 0.002149 
-1.0 576.000000 4.403849 0.002537 
-1.0 454.000000 3.362498 0.001527 
-1.0 337.600000 2.458623 0.000830 
-1.0 562.400000 3.942590 0.002217 
-1.0 115.400000 1.365054 0.000158 
-1.0 763.800000 6.174885 0.004716 
-1.0 385.200000 2.659626 0.001024 
-1.0 445.400000 3.009471 0.001340 
-1.0 180.000000 1.693622 0.000305 
