#run	 escape_time
1	 0.005009
2	 0.001660
3	 0.004168
4	 0.004640
5	 0.014680
6	 0.008884
7	 0.004911
8	 0.008899
9	 0.003121
10	 0.008314
11	 0.002853
12	 0.001693
13	 0.009043
14	 0.002810
15	 0.003689
16	 0.003864
17	 0.002160
18	 0.005716
19	 0.000289
20	 0.005684
