tau: 0.00018849980315965707 pvalue: 0.9947193775631428 force: -2.0 
tau: 0.00031628439900939574 pvalue: 0.6158272869700145 force: -1.9 
tau: 0.0003261400412508189 pvalue: 0.7679556330762161 force: -1.8 
tau: 0.00040380733180861927 pvalue: 0.3007666781758581 force: -1.7 
tau: 0.0005598591260757912 pvalue: 0.31955639793692436 force: -1.6 
tau: 0.0004001554596411603 pvalue: 0.8195366031356796 force: -1.5 
tau: 0.0010578128954501368 pvalue: 0.802861444834543 force: -1.4 
tau: 0.001238467096500453 pvalue: 0.39085483988036696 force: -1.3 
tau: 0.0015443931446471233 pvalue: 0.5382824716579593 force: -1.2 
tau: 0.0027576829646480273 pvalue: 0.09559377788534407 force: -1.1 
tau: 0.0024276844342770217 pvalue: 0.5505952375413856 force: -1.0 
tau: 0.003807253597623496 pvalue: 0.17352108171240743 force: -0.9 
tau: 0.006788993603085158 pvalue: 0.20861947191068975 force: -0.8 
tau: 0.0061770849408659305 pvalue: 0.44413706647505546 force: -0.7 
tau: 0.008227233102028667 pvalue: 0.26087904571731335 force: -0.6 
tau: 0.00920707899113305 pvalue: 0.9260481217849289 force: -0.5 
tau: 0.014584625697011107 pvalue: 0.6754906774476417 force: -0.4 
tau: 0.017082140824344352 pvalue: 0.7138564372891542 force: -0.3 
tau: 0.028901940894249523 pvalue: 0.6805606553185639 force: -0.2 
tau: 0.036503888721117476 pvalue: 0.31788878177666524 force: -0.1 
tau: 0.054626399003163656 pvalue: 0.2234258525445746 force: 0.0 
