#run	 escape_time
1	 0.014748
2	 0.003419
3	 0.016423
4	 0.012668
5	 0.005385
6	 0.013747
7	 0.035169
8	 0.016753
9	 0.015226
10	 0.015131
11	 0.002750
12	 0.002790
13	 0.008726
14	 0.022286
15	 0.009746
16	 0.006401
17	 0.003295
18	 0.030855
19	 0.037354
20	 0.018774
