#force	 last_time	 alpha	 product
-1.6 167.400000 1.534994 0.000257 
-1.6 59.000000 1.094264 0.000065 
-1.6 118.000000 1.380555 0.000163 
-1.6 344.400000 2.458716 0.000847 
-1.6 308.200000 2.109602 0.000650 
-1.6 255.400000 1.780431 0.000455 
-1.6 335.400000 2.088487 0.000700 
-1.6 61.200000 1.116193 0.000068 
-1.6 292.000000 1.911669 0.000558 
-1.6 482.000000 3.371191 0.001625 
-1.6 257.600000 1.800117 0.000464 
-1.6 43.200000 1.087987 0.000047 
-1.6 278.400000 1.896951 0.000528 
-1.6 258.200000 1.911263 0.000493 
-1.6 258.800000 1.961962 0.000508 
-1.6 59.200000 1.129344 0.000067 
-1.6 176.200000 1.566487 0.000276 
-1.6 415.200000 2.772122 0.001151 
-1.6 276.000000 2.021152 0.000558 
-1.6 236.800000 1.936011 0.000458 
