#run	 escape_time
1	 0.000709
2	 0.000294
3	 0.000323
4	 0.000120
5	 0.000256
6	 0.000361
7	 0.000119
8	 0.000285
9	 0.000323
10	 0.000087
11	 0.000167
12	 0.000219
13	 0.000605
14	 0.000329
15	 0.000110
16	 0.000265
17	 0.000533
18	 0.000343
19	 0.000810
20	 0.000236
