#force	 last_time	 alpha	 product
-0.4 602.800000 5.167992 0.003115 
-0.4 494.600000 3.672492 0.001816 
-0.4 871.600000 7.983476 0.006958 
-0.4 1592.600000 22.290290 0.035500 
-0.4 410.600000 3.243105 0.001332 
-0.4 1179.200000 12.118319 0.014290 
-0.4 1436.200000 18.609262 0.026727 
-0.4 1374.400000 17.843418 0.024524 
-0.4 1023.000000 10.537969 0.010780 
-0.4 799.800000 6.822048 0.005456 
-0.4 1077.600000 11.042568 0.011899 
-0.4 1246.600000 13.944134 0.017383 
-0.4 1078.600000 12.133858 0.013088 
-0.4 1136.000000 11.195101 0.012718 
-0.4 1155.000000 12.861042 0.014855 
-0.4 766.200000 5.749855 0.004406 
-0.4 901.200000 9.315904 0.008395 
-0.4 1119.800000 10.934977 0.012245 
-0.4 1175.800000 13.423971 0.015784 
-0.4 812.000000 7.682853 0.006238 
