#force	 last_time	 alpha	 product
-0.1 1784.200000 32.306372 0.057641 
-0.1 1046.800000 10.662788 0.011162 
-0.1 1793.200000 29.435443 0.052784 
-0.1 1475.200000 23.392495 0.034509 
-0.1 605.800000 4.859628 0.002944 
-0.1 1406.800000 19.835654 0.027905 
-0.1 1580.800000 24.272605 0.038370 
-0.1 1684.400000 30.496860 0.051369 
-0.1 1332.600000 19.793275 0.026377 
-0.1 1607.800000 27.540828 0.044280 
-0.1 1463.000000 23.420794 0.034265 
-0.1 1077.400000 12.847810 0.013842 
-0.1 1414.000000 20.971187 0.029653 
-0.1 1124.000000 13.305999 0.014956 
-0.1 1433.600000 21.420919 0.030709 
-0.1 1275.800000 17.169977 0.021905 
-0.1 1189.800000 15.536793 0.018486 
-0.1 1749.400000 31.784138 0.055603 
-0.1 1227.200000 13.846160 0.016992 
-0.1 677.400000 5.634383 0.003817 
