#run	 escape_time
1	 0.000257
2	 0.000065
3	 0.000163
4	 0.000847
5	 0.000650
6	 0.000455
7	 0.000700
8	 0.000068
9	 0.000558
10	 0.001625
11	 0.000464
12	 0.000047
13	 0.000528
14	 0.000493
15	 0.000508
16	 0.000067
17	 0.000276
18	 0.001151
19	 0.000558
20	 0.000458
