#run	 escape_time
1	 0.000029
2	 0.000493
3	 0.000008
4	 0.000080
5	 0.001135
6	 0.000042
7	 0.000091
8	 0.000139
9	 0.000494
10	 0.000170
11	 0.000100
12	 0.000411
13	 0.000062
14	 0.000020
15	 0.000205
16	 0.000204
17	 0.000026
18	 0.000230
19	 0.000315
20	 0.000101
