#force	 last_time	 alpha	 product
-1.9 176.000000 1.588377 0.000280 
-1.9 210.000000 1.751190 0.000368 
-1.9 158.800000 1.617864 0.000257 
-1.9 189.000000 1.431837 0.000271 
-1.9 158.800000 1.446364 0.000230 
-1.9 55.600000 1.193481 0.000066 
-1.9 219.800000 1.861864 0.000409 
-1.9 37.000000 1.055470 0.000039 
-1.9 156.000000 1.519585 0.000237 
-1.9 78.200000 1.166464 0.000091 
-1.9 38.600000 1.067705 0.000041 
-1.9 216.200000 1.720289 0.000372 
-1.9 298.000000 2.531240 0.000754 
-1.9 129.200000 1.350800 0.000175 
-1.9 390.200000 2.457648 0.000959 
-1.9 515.200000 3.381023 0.001742 
-1.9 199.800000 1.581289 0.000316 
-1.9 36.400000 1.087849 0.000040 
-1.9 14.000000 1.011216 0.000014 
-1.9 146.800000 1.543905 0.000227 
