#force	 last_time	 alpha	 product
-1.2 241.600000 1.884962 0.000455 
-1.2 374.400000 2.634863 0.000986 
-1.2 482.000000 3.699147 0.001783 
-1.2 553.000000 3.944688 0.002181 
-1.2 442.000000 2.950644 0.001304 
-1.2 141.400000 1.571189 0.000222 
-1.2 346.600000 2.619559 0.000908 
-1.2 298.800000 2.190639 0.000655 
-1.2 444.600000 3.155609 0.001403 
-1.2 476.000000 3.236558 0.001541 
-1.2 575.800000 4.037494 0.002325 
-1.2 142.200000 1.551103 0.000221 
-1.2 463.400000 2.998156 0.001389 
-1.2 420.400000 2.638046 0.001109 
-1.2 241.400000 1.898119 0.000458 
-1.2 246.000000 1.937696 0.000477 
-1.2 476.800000 3.121087 0.001488 
-1.2 348.600000 2.697347 0.000940 
-1.2 562.000000 3.895461 0.002189 
-1.2 688.000000 4.765413 0.003279 
