#force	 last_time	 alpha	 product
-1.5 92.600000 1.244561 0.000115 
-1.5 121.600000 1.382916 0.000168 
-1.5 83.000000 1.188063 0.000099 
-1.5 107.400000 1.389792 0.000149 
-1.5 119.600000 1.437032 0.000172 
-1.5 105.800000 1.347290 0.000143 
-1.5 174.800000 1.557419 0.000272 
-1.5 275.800000 2.005788 0.000553 
-1.5 193.000000 1.650615 0.000319 
-1.5 645.000000 4.720123 0.003044 
-1.5 66.000000 1.138378 0.000075 
-1.5 223.000000 1.671817 0.000373 
-1.5 181.600000 1.533864 0.000279 
-1.5 166.000000 1.481722 0.000246 
-1.5 230.200000 1.917651 0.000441 
-1.5 29.200000 1.048149 0.000031 
-1.5 462.600000 3.576815 0.001655 
-1.5 95.400000 1.303781 0.000124 
-1.5 618.600000 4.029116 0.002492 
-1.5 311.000000 2.447200 0.000761 
