#run	 escape_time
1	 0.009611
2	 0.006803
3	 0.010302
4	 0.010855
5	 0.000740
6	 0.006836
7	 0.002518
8	 0.004624
9	 0.006149
10	 0.014203
11	 0.005639
12	 0.005214
13	 0.008479
14	 0.009872
15	 0.003341
16	 0.004814
17	 0.001550
18	 0.005846
19	 0.003891
20	 0.007979
