#force	 last_time	 alpha	 product
-1.7 307.000000 2.308005 0.000709 
-1.7 176.400000 1.668441 0.000294 
-1.7 194.800000 1.660585 0.000323 
-1.7 88.600000 1.359066 0.000120 
-1.7 165.200000 1.549796 0.000256 
-1.7 205.600000 1.754150 0.000361 
-1.7 96.600000 1.228619 0.000119 
-1.7 179.600000 1.586406 0.000285 
-1.7 198.800000 1.626926 0.000323 
-1.7 72.400000 1.205601 0.000087 
-1.7 121.400000 1.377913 0.000167 
-1.7 152.800000 1.430188 0.000219 
-1.7 284.400000 2.127344 0.000605 
-1.7 201.200000 1.637355 0.000329 
-1.7 86.200000 1.281170 0.000110 
-1.7 164.200000 1.616007 0.000265 
-1.7 280.400000 1.901916 0.000533 
-1.7 208.600000 1.644761 0.000343 
-1.7 356.000000 2.274769 0.000810 
-1.7 158.200000 1.491373 0.000236 
