#run	 escape_time
1	 0.038381
2	 0.032403
3	 0.021498
4	 0.009468
5	 0.003813
6	 0.043467
7	 0.035330
8	 0.030476
9	 0.010848
10	 0.035030
11	 0.025414
12	 0.006020
13	 0.004560
14	 0.041854
15	 0.000708
16	 0.020525
17	 0.017297
18	 0.046049
19	 0.012402
20	 0.054985
