#! FIELDS d1.y projection
#! SET min_d1.y -5.0
#! SET max_d1.y 12.0
#! SET nbins_d1.y  301
#! SET periodic_d1.y false
   -5.000000000   41.713094878
   -4.943333333   41.707578839
   -4.886666667   41.699164037
   -4.830000000   41.686850142
   -4.773333333   41.669415627
   -4.716666667   41.645275094
   -4.660000000   41.611837557
   -4.603333333   41.564924269
   -4.546666667   41.498021339
   -4.490000000   41.401373332
   -4.433333333   41.261600421
   -4.376666667   41.060982527
   -4.320000000   40.778755638
   -4.263333333   40.394569991
   -4.206666667   39.897112867
   -4.150000000   39.292568682
   -4.093333333   38.608916415
   -4.036666667   37.886173189
   -3.980000000   37.160263844
   -3.923333333   36.450830714
   -3.866666667   35.760258732
   -3.810000000   35.083734180
   -3.753333333   34.415085583
   -3.696666667   33.750840330
   -3.640000000   33.090393512
   -3.583333333   32.435175902
   -3.526666667   31.785607333
   -3.470000000   31.141036351
   -3.413333333   30.501299708
   -3.356666667   29.872395390
   -3.300000000   29.260676274
   -3.243333333   28.672991820
   -3.186666667   28.110714910
   -3.130000000   27.575175093
   -3.073333333   27.065375035
   -3.016666667   26.581111308
   -2.960000000   26.123649656
   -2.903333333   25.690894943
   -2.846666667   25.279933188
   -2.790000000   24.883706386
   -2.733333333   24.496495248
   -2.676666667   24.115632064
   -2.620000000   23.748219619
   -2.563333333   23.403201702
   -2.506666667   23.082758744
   -2.450000000   22.779070014
   -2.393333333   22.477672602
   -2.336666667   22.160645698
   -2.280000000   21.818469870
   -2.223333333   21.456036122
   -2.166666667   21.087046591
   -2.110000000   20.730437716
   -2.053333333   20.396483458
   -1.996666667   20.092792024
   -1.940000000   19.817428963
   -1.883333333   19.574035702
   -1.826666667   19.361980019
   -1.770000000   19.180482070
   -1.713333333   19.018359522
   -1.656666667   18.865606039
   -1.600000000   18.714396506
   -1.543333333   18.566349929
   -1.486666667   18.426798571
   -1.430000000   18.292858825
   -1.373333333   18.164466597
   -1.316666667   18.038069620
   -1.260000000   17.918629503
   -1.203333333   17.810817344
   -1.146666667   17.722666354
   -1.090000000   17.660167744
   -1.033333333   17.626242174
   -0.976666667   17.623066132
   -0.920000000   17.649304214
   -0.863333333   17.698562709
   -0.806666667   17.765219150
   -0.750000000   17.842882457
   -0.693333333   17.926729451
   -0.636666667   18.012572074
   -0.580000000   18.096344766
   -0.523333333   18.178755226
   -0.466666667   18.267792624
   -0.410000000   18.379731528
   -0.353333333   18.533137484
   -0.296666667   18.737816811
   -0.240000000   18.987417007
   -0.183333333   19.258361309
   -0.126666667   19.523480476
   -0.070000000   19.761804054
   -0.013333333   19.968594952
    0.043333333   20.156548857
    0.100000000   20.356797292
    0.156666667   20.598160183
    0.213333333   20.904424193
    0.270000000   21.278340217
    0.326666667   21.706426249
    0.383333333   22.158352142
    0.440000000   22.597866596
    0.496666667   22.998551099
    0.553333333   23.349871969
    0.610000000   23.663498758
    0.666666667   23.968252425
    0.723333333   24.298373165
    0.780000000   24.684494480
    0.836666667   25.138370406
    0.893333333   25.649714236
    0.950000000   26.193505716
    1.006666667   26.734780614
    1.063333333   27.248478721
    1.120000000   27.727369764
    1.176666667   28.186656796
    1.233333333   28.653367432
    1.290000000   29.157070240
    1.346666667   29.722742467
    1.403333333   30.359097040
    1.460000000   31.055215363
    1.516666667   31.779107078
    1.573333333   32.491068682
    1.630000000   33.156108064
    1.686666667   33.763721563
    1.743333333   34.326306943
    1.800000000   34.871405991
    1.856666667   35.427484559
    1.913333333   36.008996411
    1.970000000   36.609904000
    2.026666667   37.201234788
    2.083333333   37.741788795
    2.140000000   38.192586464
    2.196666667   38.530422719
    2.253333333   38.749785435
    2.310000000   38.858959064
    2.366666667   38.876973280
    2.423333333   38.829489861
    2.480000000   38.743886238
    2.536666667   38.639534674
    2.593333333   38.523694404
    2.650000000   38.392854723
    2.706666667   38.235946059
    2.763333333   38.037277161
    2.820000000   37.779741732
    2.876666667   37.452835763
    2.933333333   37.060197306
    2.990000000   36.619171669
    3.046666667   36.158231589
    3.103333333   35.705435500
    3.160000000   35.281733197
    3.216666667   34.900519598
    3.273333333   34.567695965
    3.330000000   34.279131518
    3.386666667   34.016671923
    3.443333333   33.755136614
    3.500000000   33.467344647
    3.556666667   33.136881527
    3.613333333   32.761387736
    3.670000000   32.355596530
    3.726666667   31.935774497
    3.783333333   31.514780020
    3.840000000   31.095755574
    3.896666667   30.675229229
