#! FIELDS d1.y projection
#! SET min_d1.y -5.0
#! SET max_d1.y 12.0
#! SET nbins_d1.y  301
#! SET periodic_d1.y false
   -5.000000000   61.498307870
   -4.943333333   61.498307870
   -4.886666667   61.498307870
   -4.830000000   61.498307870
   -4.773333333   61.498307870
   -4.716666667   61.498307870
   -4.660000000   61.498307870
   -4.603333333   61.498290650
   -4.546666667   61.498178190
   -4.490000000   61.497614540
   -4.433333333   61.495354098
   -4.376666667   61.487921556
   -4.320000000   61.467501217
   -4.263333333   61.419579746
   -4.206666667   61.322813533
   -4.150000000   61.160439123
   -4.093333333   60.949461157
   -4.036666667   60.742431438
   -3.980000000   60.559354003
   -3.923333333   60.350503812
   -3.866666667   60.032668157
   -3.810000000   59.533963622
   -3.753333333   58.868530663
   -3.696666667   58.159828218
   -3.640000000   57.543015246
   -3.583333333   57.063879274
   -3.526666667   56.668181095
   -3.470000000   56.258722714
   -3.413333333   55.773313406
   -3.356666667   55.186299542
   -3.300000000   54.461741111
   -3.243333333   53.601918739
   -3.186666667   52.674562749
   -3.130000000   51.796617590
   -3.073333333   51.067829565
   -3.016666667   50.468899237
   -2.960000000   49.905985628
   -2.903333333   49.348494982
   -2.846666667   48.825287012
   -2.790000000   48.346527757
   -2.733333333   47.905150685
   -2.676666667   47.510510685
   -2.620000000   47.157084839
   -2.563333333   46.820338645
   -2.506666667   46.507234628
   -2.450000000   46.206000055
   -2.393333333   45.846974478
   -2.336666667   45.342331706
   -2.280000000   44.716327687
   -2.223333333   44.118054177
   -2.166666667   43.633377292
   -2.110000000   43.208164185
   -2.053333333   42.758860202
   -1.996666667   42.273504142
   -1.940000000   41.810482670
   -1.883333333   41.440124257
   -1.826666667   41.152168007
   -1.770000000   40.864696352
   -1.713333333   40.552649331
   -1.656666667   40.273275700
   -1.600000000   40.066115394
   -1.543333333   39.868224345
   -1.486666667   39.579602158
   -1.430000000   39.189467551
   -1.373333333   38.775251436
   -1.316666667   38.459436374
   -1.260000000   38.292310160
   -1.203333333   38.169588724
   -1.146666667   37.969647494
   -1.090000000   37.705453056
   -1.033333333   37.499386307
   -0.976666667   37.438584719
   -0.920000000   37.501400002
   -0.863333333   37.576242450
   -0.806666667   37.533336729
   -0.750000000   37.361753264
   -0.693333333   37.204082131
   -0.636666667   37.168704521
   -0.580000000   37.219886258
   -0.523333333   37.244267632
   -0.466666667   37.192222641
   -0.410000000   37.152982717
   -0.353333333   37.241688150
   -0.296666667   37.420037092
   -0.240000000   37.553504841
   -0.183333333   37.559494117
   -0.126666667   37.483355388
   -0.070000000   37.488936797
   -0.013333333   37.648234878
    0.043333333   37.837883198
    0.100000000   37.930556221
    0.156666667   37.986339387
    0.213333333   38.161808647
    0.270000000   38.489902731
    0.326666667   38.863014492
    0.383333333   39.175835837
    0.440000000   39.413028759
    0.496666667   39.607321005
    0.553333333   39.840606486
    0.610000000   40.157323241
