#force	 height
13.236481	 0.000000
12.574657	 0.000000
11.912833	 0.000000
11.251009	 0.000000
10.589185	 0.000000
9.927361	 0.000000
9.265537	 0.000000
8.603713	 0.000000
7.941889	 0.000000
7.280065	 0.000000
6.618241	 0.000000
5.956416	 0.000000
5.294592	 0.377962
4.632768	 0.087889
3.970944	 0.348903
3.309120	 1.260859
2.647296	 2.029600
1.985472	 3.131790
1.323648	 4.455768
0.661824	 5.998536
-0.000000	 8.069456
