#! FIELDS distance water fftwocv dfftwocv_distance dfftwocv_water
#! SET normalisation  1.000000
#! SET min_distance 8.0
#! SET max_distance 20.0
#! SET nbins_distance  500
#! SET periodic_distance false
#! SET min_water 0.0
#! SET max_water 40
#! SET nbins_water  80
#! SET periodic_water false
 8.000000 0.000000 -18.518855 -11.162118 -0.459923
 8.024000 0.000000 -18.774739 -10.179068 -0.603321
 8.048000 0.000000 -19.008069 -9.260624 -0.801969
 8.072000 0.000000 -19.219983 -8.411509 -1.061636
 8.096000 0.000000 -19.412424 -7.637371 -1.389074
 8.120000 0.000000 -19.587116 -6.930231 -1.783064
 8.144000 0.000000 -19.745457 -6.270559 -2.233450
 8.168000 0.000000 -19.888248 -5.628766 -2.720986
 8.192000 0.000000 -20.015503 -4.970096 -3.220120
 8.216000 0.000000 -20.126411 -4.261533 -3.704048
 8.240000 0.000000 -20.219455 -3.478166 -4.150023
 8.264000 0.000000 -20.292653 -2.606485 -4.542879
 8.288000 0.000000 -20.343907 -1.646483 -4.875299
 8.312000 0.000000 -20.371050 -0.602486 -5.147957
 8.336000 0.000000 -20.372265 0.511616 -5.365128
 8.360000 0.000000 -20.346063 1.679249 -5.533145
 8.384000 0.000000 -20.291392 2.880371 -5.657811
 8.408000 0.000000 -20.208330 4.062884 -5.736436
 8.432000 0.000000 -20.097060 5.191831 -5.766742
 8.456000 0.000000 -19.960737 6.130171 -5.719376
 8.480000 0.000000 -19.806332 6.631598 -5.533145
 8.504000 0.000000 -19.649719 6.213027 -5.086536
 8.528000 0.000000 -19.520492 4.243710 -4.230208
 8.552000 0.000000 -19.459114 0.672498 -2.975910
 8.576000 0.000000 -19.490434 -3.163813 -1.700341
 8.600000 0.000000 -19.599393 -5.668504 -0.810732
 8.624000 0.000000 -19.748446 -6.522865 -0.344885
 8.648000 0.000000 -19.904052 -6.317462 -0.139719
 8.672000 0.000000 -20.047354 -5.561786 -0.056892
 8.696000 0.000000 -20.168898 -4.535840 -0.024809
 8.720000 0.000000 -20.263534 -3.390447 -0.008163
 8.744000 0.000000 -20.329927 -2.134381 -0.006784
 8.768000 0.000000 -20.365662 -0.837858 -0.006625
 8.792000 0.000000 -20.369893 0.486789 -0.007149
 8.816000 0.000000 -20.342094 1.832306 -0.009052
 8.840000 0.000000 -20.281851 3.189235 -0.012578
 8.864000 0.000000 -20.213711 3.454951 -0.040986
 8.888000 0.000000 -20.133790 2.916423 -0.089736
 8.912000 0.000000 -20.092697 0.032118 -0.189256
 8.936000 0.000000 -20.152826 -5.293684 -0.335059
 8.960000 0.000000 -20.343977 -10.291330 -0.464079
 8.984000 0.000000 -20.624677 -12.642899 -0.532560
 9.008000 0.000000 -20.933588 -12.847656 -0.557101
 9.032000 0.000000 -21.233606 -12.036014 -0.562793
 9.056000 0.000000 -21.508407 -10.827046 -0.562690
 9.080000 0.000000 -21.752221 -9.477814 -0.561203
 9.104000 0.000000 -21.962970 -8.080323 -0.559649
 9.128000 0.000000 -22.139959 -6.667501 -0.558277
 9.152000 0.000000 -22.282966 -5.252839 -0.557030
 9.176000 0.000000 -22.392059 -3.839237 -0.555681
 9.200000 0.000000 -22.467306 -2.433022 -0.554062
 9.224000 0.000000 -22.508931 -1.038069 -0.551902
 9.248000 0.000000 -22.517269 0.339839 -0.548856
 9.272000 0.000000 -22.492819 1.692661 -0.544456
 9.296000 0.000000 -22.436311 3.009065 -0.538058
 9.320000 0.000000 -22.348798 4.273502 -0.528789
 9.344000 0.000000 -22.231761 5.465581 -0.515512
 9.368000 0.000000 -22.087227 6.560418 -0.496839
 9.392000 0.000000 -21.917854 7.531161 -0.471278
 9.416000 0.000000 -21.726909 8.355035 -0.437556
 9.440000 0.000000 -21.518062 9.023467 -0.395210
 9.464000 0.000000 -21.294900 9.553412 -0.345172
 9.488000 0.000000 -21.060224 9.993536 -0.290145
 9.512000 0.000000 -20.815342 10.417396 -0.234216
 9.536000 0.000000 -20.559687 10.903413 -0.181740
 9.560000 0.000000 -20.290988 11.511992 -0.136073
 9.584000 0.000000 -20.005885 12.272772 -0.098863
 9.608000 0.000000 -19.620527 11.923569 -0.000006
 9.632000 0.000000 -19.317195 13.353989 -0.000008
 9.656000 0.000000 -18.979538 14.783983 -0.000009
 9.680000 0.000000 -18.607572 16.212944 -0.000011
 9.704000 0.000000 -18.201337 17.639347 -0.000013
