#force pN 	 last_time fs 	 accelration factor 
-18.000000	 7884000.000000	 159498.098584 
-18.000000	 9689000.000000	 243510.271046 
-18.000000	 7457000.000000	 1573014.821164 
-18.000000	 7679000.000000	 439633.006789 
-18.000000	 9099000.000000	 131047.731423 
-18.000000	 12759000.000000	 1844025865.797265 
-18.000000	 8263000.000000	 240663.698252 
-18.000000	 9291000.000000	 219477.897017 
-18.000000	 11376000.000000	 58590499.029589 
-18.000000	 10796000.000000	 775385477.879878 
-18.000000	 8330000.000000	 152705.343145 
-18.000000	 8494000.000000	 10801.142671 
-18.000000	 11040000.000000	 12903378.988975 
-18.000000	 17676000.000000	 25694644.197466 
-18.000000	 10292000.000000	 82916635.822648 
-18.000000	 7378000.000000	 3206137.392320 
-18.000000	 13843000.000000	 62990838.996909 
-18.000000	 12078000.000000	 1215594.383620 
-18.000000	 7306000.000000	 151268.031583 
-18.000000	 8039000.000000	 9147149.285126 
