#force pN 	 last_time fs 	 accelration factor 
-33.000000	 5311000.000000	 1129.920804 
-33.000000	 13598000.000000	 177836701.605227 
-33.000000	 3825000.000000	 1324.249558 
-33.000000	 6758000.000000	 6430950.504420 
-33.000000	 9634000.000000	 31442.023026 
-33.000000	 4958000.000000	 66527.048721 
-33.000000	 6264000.000000	 28510.912905 
-33.000000	 9794000.000000	 22223105.780807 
-33.000000	 8547000.000000	 708726.490748 
-33.000000	 6676000.000000	 20778718.478557 
-33.000000	 7435000.000000	 286224.773158 
-33.000000	 12150000.000000	 868947058.485397 
-33.000000	 11857000.000000	 459598938.378002 
-33.000000	 14375000.000000	 294546192.894564 
-33.000000	 5722000.000000	 32138.932291 
-33.000000	 17839000.000000	 18711991.709427 
-33.000000	 3942000.000000	 2988.937485 
-33.000000	 5514000.000000	 5620.888325 
-33.000000	 5679000.000000	 26609.441929 
-33.000000	 6992000.000000	 106626.719958 
