#force pN 	 last_time fs 	 accelration factor 
-12.000000	 5830000.000000	 11775.816105 
-12.000000	 8254000.000000	 158436.846347 
-12.000000	 12005000.000000	 537404.061154 
-12.000000	 11158000.000000	 5182689.984871 
-12.000000	 7135000.000000	 21006.362642 
-12.000000	 6404000.000000	 2250287.754466 
-12.000000	 5555000.000000	 4755.510319 
-12.000000	 11625000.000000	 322329.667544 
-12.000000	 10121000.000000	 32538.171739 
-12.000000	 13791000.000000	 73547621.246915 
-12.000000	 11320000.000000	 361583.666116 
-12.000000	 10206000.000000	 2717297.692841 
-12.000000	 5356000.000000	 12881.791653 
-12.000000	 9938000.000000	 331821300.741182 
-12.000000	 9804000.000000	 1690065.501091 
-12.000000	 13580000.000000	 666089474.275102 
-12.000000	 11395000.000000	 1364411.181186 
-12.000000	 6555000.000000	 263912.430818 
-12.000000	 5354000.000000	 93411.865303 
-12.000000	 4387000.000000	 8121.094272 
