#force pN 	 last_time fs 	 accelration factor 
-24.000000	 17511000.000000	 38179467819.032890 
-24.000000	 7055000.000000	 624121.323345 
-24.000000	 19452000.000000	 125148373613.877777 
-24.000000	 7165000.000000	 54200.639851 
-24.000000	 14698000.000000	 89180245.372868 
-24.000000	 12141000.000000	 686662.240503 
-24.000000	 9412000.000000	 13608.640007 
-24.000000	 6436000.000000	 22891.768737 
-24.000000	 8324000.000000	 1330516.613401 
-24.000000	 6298000.000000	 239192.534408 
-24.000000	 11341000.000000	 31869286.368220 
-24.000000	 6095000.000000	 1371.417203 
-24.000000	 4762000.000000	 94552.899912 
-24.000000	 7533000.000000	 106710029.109615 
-24.000000	 12518000.000000	 1885219.623603 
-24.000000	 2408000.000000	 522.951789 
-24.000000	 11440000.000000	 236239.608928 
-24.000000	 5327000.000000	 1033.652906 
-24.000000	 8620000.000000	 63442.562372 
-24.000000	 15325000.000000	 370001487.978644 
