#force pN 	 last_time fs 	 accelration factor 
-72.000000	 5425000.000000	 11182.345140 
-72.000000	 5401000.000000	 616643.522610 
-72.000000	 5026000.000000	 9440673.310065 
-72.000000	 3344000.000000	 9034.229527 
-72.000000	 6256000.000000	 3154000.275077 
-72.000000	 5266000.000000	 4883.781660 
-72.000000	 4204000.000000	 706.466948 
-72.000000	 7210000.000000	 336597.713577 
-72.000000	 4048000.000000	 9414.997555 
-72.000000	 4404000.000000	 504.593241 
-72.000000	 5517000.000000	 146538.413877 
-72.000000	 7662000.000000	 1728755.882395 
-72.000000	 5793000.000000	 270512.783347 
-72.000000	 6768000.000000	 45028.018195 
-72.000000	 10806000.000000	 3783324684.556047 
-72.000000	 6981000.000000	 15920.263061 
-72.000000	 7282000.000000	 25262.497238 
-72.000000	 5693000.000000	 3448391.860759 
-72.000000	 7520000.000000	 531342.609148 
-72.000000	 8073000.000000	 28751.195946 
