#force pN 	 last_time fs 	 accelration factor 
-42.000000	 5451000.000000	 1213.244564 
-42.000000	 14829000.000000	 3721349.317712 
-42.000000	 6405000.000000	 1044608.000368 
-42.000000	 7338000.000000	 15417445.414673 
-42.000000	 3282000.000000	 1125.373153 
-42.000000	 3404000.000000	 3625.748208 
-42.000000	 5532000.000000	 46941.571824 
-42.000000	 8127000.000000	 172111.715779 
-42.000000	 5850000.000000	 23110.056553 
-42.000000	 4660000.000000	 114538.560166 
-42.000000	 10288000.000000	 65484915.037066 
-42.000000	 8662000.000000	 93719.168310 
-42.000000	 8406000.000000	 66365.408220 
-42.000000	 10582000.000000	 36159.659031 
-42.000000	 6352000.000000	 91358.953634 
-42.000000	 8644000.000000	 830883.608127 
-42.000000	 9467000.000000	 221253.525520 
-42.000000	 4585000.000000	 1004.334006 
-42.000000	 9202000.000000	 2492147.545509 
-42.000000	 5283000.000000	 6852.699191 
