#force pN 	 last_time fs 	 accelration factor 
-54.000000	 3762000.000000	 12399.711073 
-54.000000	 11643000.000000	 3795053257.702641 
-54.000000	 8226000.000000	 8557228.309149 
-54.000000	 5680000.000000	 19532.073152 
-54.000000	 6103000.000000	 17619.834936 
-54.000000	 6730000.000000	 215033.917472 
-54.000000	 9269000.000000	 32898745.680011 
-54.000000	 5645000.000000	 121069.935514 
-54.000000	 3310000.000000	 424.719376 
-54.000000	 3053000.000000	 144.274262 
-54.000000	 2686000.000000	 112.976640 
-54.000000	 4483000.000000	 3036.295828 
-54.000000	 5410000.000000	 195795.277263 
-54.000000	 6346000.000000	 1709038.197288 
-54.000000	 2696000.000000	 107.935387 
-54.000000	 5844000.000000	 142296.859075 
-54.000000	 16625000.000000	 507180.253131 
-54.000000	 2744000.000000	 106.512333 
-54.000000	 5618000.000000	 7669.197253 
-54.000000	 6244000.000000	 1421780.263587 
