#force pN 	 last_time fs 	 accelration factor 
-69.000000	 4690000.000000	 20048.700923 
-69.000000	 5929000.000000	 29637.899051 
-69.000000	 7447000.000000	 7158981.617822 
-69.000000	 8792000.000000	 231570723.012445 
-69.000000	 3795000.000000	 693.405802 
-69.000000	 5958000.000000	 379819.053892 
-69.000000	 3281000.000000	 283.731477 
-69.000000	 4470000.000000	 4434.098445 
-69.000000	 6284000.000000	 31742.703958 
-69.000000	 6446000.000000	 1111470.280149 
-69.000000	 3043000.000000	 2169.079739 
-69.000000	 8742000.000000	 1492160.270077 
-69.000000	 3195000.000000	 5362.184680 
-69.000000	 3963000.000000	 67020.017021 
-69.000000	 8614000.000000	 30910320.586668 
-69.000000	 5392000.000000	 2427.526243 
-69.000000	 6501000.000000	 25525.247998 
-69.000000	 5096000.000000	 28079.176563 
-69.000000	 4110000.000000	 50819.996728 
-69.000000	 3813000.000000	 11914.525350 
