#force pN 	 last_time fs 	 accelration factor 
-39.000000	 3443000.000000	 2295.038391 
-39.000000	 5471000.000000	 7445.863515 
-39.000000	 8623000.000000	 194668.539672 
-39.000000	 13935000.000000	 960239021.084694 
-39.000000	 5642000.000000	 823473.069548 
-39.000000	 11402000.000000	 2154224723.266855 
-39.000000	 5732000.000000	 1313.481905 
-39.000000	 10047000.000000	 8037427.006520 
-39.000000	 6021000.000000	 7461.916773 
-39.000000	 13405000.000000	 105764938.050934 
-39.000000	 7581000.000000	 82122.081617 
-39.000000	 12697000.000000	 8675093.521885 
-39.000000	 6835000.000000	 135059808.820518 
-39.000000	 8094000.000000	 159956.010270 
-39.000000	 12874000.000000	 11831631.055040 
-39.000000	 14324000.000000	 110042636.991302 
-39.000000	 13545000.000000	 4260765809.185293 
-39.000000	 7239000.000000	 558329.217778 
-39.000000	 9147000.000000	 63341.429930 
-39.000000	 5000000.000000	 17580.435376 
