#force pN 	 last_time fs 	 accelration factor 
-21.000000	 6765000.000000	 8758.648522 
-21.000000	 4771000.000000	 1008.408644 
-21.000000	 6337000.000000	 498010.663454 
-21.000000	 5360000.000000	 783.364976 
-21.000000	 10128000.000000	 7941814.948880 
-21.000000	 8559000.000000	 289180.871186 
-21.000000	 8090000.000000	 1237306.140174 
-21.000000	 6398000.000000	 19657.825660 
-21.000000	 6366000.000000	 356030.061247 
-21.000000	 10704000.000000	 204404.038042 
-21.000000	 12707000.000000	 3111024.368652 
-21.000000	 4695000.000000	 15422.122126 
-21.000000	 3557000.000000	 421.304120 
-21.000000	 5591000.000000	 49977.460134 
-21.000000	 11696000.000000	 263999.007478 
-21.000000	 9626000.000000	 102749.297277 
-21.000000	 7815000.000000	 229198.296896 
-21.000000	 12233000.000000	 1725748.908167 
-21.000000	 8417000.000000	 562617.542506 
-21.000000	 5258000.000000	 161814.636701 
