#force	 taus
72.000000	2.049789
69.000000	0.118969
66.000000	19.105999
63.000000	0.706741
60.000000	0.058665
57.000000	1.140953
54.000000	2.229682
51.000000	157.817628
48.000000	0.732383
45.000000	36.654216
42.000000	0.044282
39.000000	4.996445
36.000000	89.605927
33.000000	1.170163
30.000000	8.290103
27.000000	1.221840
24.000000	155.557322
21.000000	0.008659
18.000000	1.751289
15.000000	0.676574
12.000000	0.675401
9.000000	18.286722
6.000000	12.028498
3.000000	6.722318
-0.000000	3.702038
